港澳频道,#genre#
郑州新闻,http://mail.long365.net:4000/udp/225.1.4.140:1176
郑州商都,http://mail.long365.net:4000/udp/225.1.4.141:1177
郑州文旅,http://mail.long365.net:4000/udp/225.1.4.142:1178
郑州影视,http://mail.long365.net:4000/udp/225.1.4.146:1182
郑州妇女,http://mail.long365.net:4000/udp/225.1.4.147:1183
郑州都市,http://mail.long365.net:4000/udp/225.1.4.149:1185
郑州教育,http://mail.long365.net:4000/udp/225.1.4.191:1241
新密新闻,http://mail.long365.net:4000/udp/225.1.4.239:1285
新郑综合,http://mail.long365.net:4000/udp/225.1.4.243:1289
中牟综合,http://mail.long365.net:4000/udp/225.1.4.244:1290
巩义综合,http://mail.long365.net:4000/udp/225.1.5.50:1360

爱上4K,http://xingyang.net.cn:4000/udp/225.1.4.162:1204
河南卫视4K,http://xingyang.net.cn:4000/udp/225.1.4.254:1300
河南都市,http://xingyang.net.cn:4000/udp/225.1.4.52:1081
河南民生,http://xingyang.net.cn:4000/udp/225.1.4.53:1082
河南法治,http://xingyang.net.cn:4000/udp/225.1.4.54:1083
河南电视剧,http://xingyang.net.cn:4000/udp/225.1.4.55:1084
河南新闻,http://xingyang.net.cn:4000/udp/225.1.4.56:1085
河南公共,http://xingyang.net.cn:4000/udp/225.1.4.58:1087
河南乡村,http://xingyang.net.cn:4000/udp/225.1.4.120:1149
河南国际,http://xingyang.net.cn:4000/udp/225.1.4.102:1131
河南戏曲,http://xingyang.net.cn:4000/udp/225.1.4.99:1128
河南文博,http://xingyang.net.cn:4000/udp/225.1.4.100:1129
河南功夫,http://xingyang.net.cn:4000/udp/225.1.4.101:1130
睛彩中原,http://xingyang.net.cn:4000/udp/225.1.4.163:1203
移动戏曲,http://xingyang.net.cn:4000/udp/225.1.4.206:1254
河南移动,http://xingyang.net.cn:4000/udp/225.1.5.40:1350
健康中原,http://xingyang.net.cn:4000/udp/225.1.5.48:1358
河南导视,http://xingyang.net.cn:4000/udp/225.1.4.194:1244
郑州新闻,http://xingyang.net.cn:4000/udp/225.1.4.140:1176
郑州商都,http://xingyang.net.cn:4000/udp/225.1.4.141:1177
郑州文旅,http://xingyang.net.cn:4000/udp/225.1.4.142:1178
郑州影视,http://xingyang.net.cn:4000/udp/225.1.4.146:1182
郑州妇女,http://xingyang.net.cn:4000/udp/225.1.4.147:1183
郑州都市,http://xingyang.net.cn:4000/udp/225.1.4.149:1185
郑州教育,http://xingyang.net.cn:4000/udp/225.1.4.191:1241
新密新闻,http://xingyang.net.cn:4000/udp/225.1.4.239:1285
新郑综合,http://xingyang.net.cn:4000/udp/225.1.4.243:1289
中牟综合,http://xingyang.net.cn:4000/udp/225.1.4.244:1290
巩义综合,http://xingyang.net.cn:4000/udp/225.1.5.50:1360

爱上4K,http://v.vlanl.com:4022/udp/225.1.4.162:1204
河南卫视4K,http://v.vlanl.com:4022/udp/225.1.4.254:1300
河南都市,http://v.vlanl.com:4022/udp/225.1.4.52:1081
河南民生,http://v.vlanl.com:4022/udp/225.1.4.53:1082
河南法治,http://v.vlanl.com:4022/udp/225.1.4.54:1083
河南电视剧,http://v.vlanl.com:4022/udp/225.1.4.55:1084
河南新闻,http://v.vlanl.com:4022/udp/225.1.4.56:1085
河南公共,http://v.vlanl.com:4022/udp/225.1.4.58:1087
河南乡村,http://v.vlanl.com:4022/udp/225.1.4.120:1149
河南国际,http://v.vlanl.com:4022/udp/225.1.4.102:1131
河南戏曲,http://v.vlanl.com:4022/udp/225.1.4.99:1128
河南文博,http://v.vlanl.com:4022/udp/225.1.4.100:1129
河南功夫,http://v.vlanl.com:4022/udp/225.1.4.101:1130
睛彩中原,http://v.vlanl.com:4022/udp/225.1.4.163:1203
移动戏曲,http://v.vlanl.com:4022/udp/225.1.4.206:1254
河南移动,http://v.vlanl.com:4022/udp/225.1.5.40:1350
健康中原,http://v.vlanl.com:4022/udp/225.1.5.48:1358
河南导视,http://v.vlanl.com:4022/udp/225.1.4.194:1244
郑州新闻,http://v.vlanl.com:4022/udp/225.1.4.140:1176
郑州商都,http://v.vlanl.com:4022/udp/225.1.4.141:1177
郑州文旅,http://v.vlanl.com:4022/udp/225.1.4.142:1178
郑州影视,http://v.vlanl.com:4022/udp/225.1.4.146:1182
郑州妇女,http://v.vlanl.com:4022/udp/225.1.4.147:1183
郑州都市,http://v.vlanl.com:4022/udp/225.1.4.149:1185
郑州教育,http://v.vlanl.com:4022/udp/225.1.4.191:1241
新密新闻,http://v.vlanl.com:4022/udp/225.1.4.239:1285
新郑综合,http://v.vlanl.com:4022/udp/225.1.4.243:1289
中牟综合,http://v.vlanl.com:4022/udp/225.1.4.244:1290
巩义综合,http://v.vlanl.com:4022/udp/225.1.5.50:1360

爱上4K,http://ik6.iptv8.net:8888/udp/225.1.4.162:1204
河南卫视4K,http://ik6.iptv8.net:8888/udp/225.1.4.254:1300
河南都市,http://ik6.iptv8.net:8888/udp/225.1.4.52:1081
河南民生,http://ik6.iptv8.net:8888/udp/225.1.4.53:1082
河南法治,http://ik6.iptv8.net:8888/udp/225.1.4.54:1083
河南电视剧,http://ik6.iptv8.net:8888/udp/225.1.4.55:1084
河南新闻,http://ik6.iptv8.net:8888/udp/225.1.4.56:1085
河南公共,http://ik6.iptv8.net:8888/udp/225.1.4.58:1087
河南乡村,http://ik6.iptv8.net:8888/udp/225.1.4.120:1149
河南国际,http://ik6.iptv8.net:8888/udp/225.1.4.102:1131
河南戏曲,http://ik6.iptv8.net:8888/udp/225.1.4.99:1128
河南文博,http://ik6.iptv8.net:8888/udp/225.1.4.100:1129
河南功夫,http://ik6.iptv8.net:8888/udp/225.1.4.101:1130
睛彩中原,http://ik6.iptv8.net:8888/udp/225.1.4.163:1203
移动戏曲,http://ik6.iptv8.net:8888/udp/225.1.4.206:1254
河南移动,http://ik6.iptv8.net:8888/udp/225.1.5.40:1350
健康中原,http://ik6.iptv8.net:8888/udp/225.1.5.48:1358
河南导视,http://ik6.iptv8.net:8888/udp/225.1.4.194:1244
郑州新闻,http://ik6.iptv8.net:8888/udp/225.1.4.140:1176
郑州商都,http://ik6.iptv8.net:8888/udp/225.1.4.141:1177
郑州文旅,http://ik6.iptv8.net:8888/udp/225.1.4.142:1178
郑州影视,http://ik6.iptv8.net:8888/udp/225.1.4.146:1182
郑州妇女,http://ik6.iptv8.net:8888/udp/225.1.4.147:1183
郑州都市,http://ik6.iptv8.net:8888/udp/225.1.4.149:1185
郑州教育,http://ik6.iptv8.net:8888/udp/225.1.4.191:1241
新密新闻,http://ik6.iptv8.net:8888/udp/225.1.4.239:1285
新郑综合,http://ik6.iptv8.net:8888/udp/225.1.4.243:1289
中牟综合,http://ik6.iptv8.net:8888/udp/225.1.4.244:1290
巩义综合,http://ik6.iptv8.net:8888/udp/225.1.5.50:1360


北京频道,#genre#
北京文艺,http://sweetown.fun:4000/udp/239.3.1.242:8000
北京纪实科教,http://sweetown.fun:4000/udp/239.3.1.115:8000
北京影视,http://sweetown.fun:4000/udp/239.3.1.158:8000
北京财经,http://sweetown.fun:4000/udp/239.3.1.116:8000
北京体育休闲,http://sweetown.fun:4000/udp/239.3.1.243:8000
北京生活,http://sweetown.fun:4000/udp/239.3.1.117:8000
北京新闻,http://sweetown.fun:4000/udp/239.3.1.159:8000
北京卡酷少儿,http://sweetown.fun:4000/udp/239.3.1.189:8000
北京4K,http://sweetown.fun:4000/udp/239.3.1.249:8001
淘剧场,http://sweetown.fun:4000/udp/239.3.1.95:8001
淘电影,http://sweetown.fun:4000/udp/239.3.1.250:8001
淘娱乐,http://sweetown.fun:4000/udp/239.3.1.100:8001
淘BABY,http://sweetown.fun:4000/udp/239.3.1.238:8001
萌宠TV,http://sweetown.fun:4000/udp/239.3.1.102:8001

北京文艺,http://cn.zzmd.fun:8888/udp/239.3.1.242:8000
北京纪实科教,http://cn.zzmd.fun:8888/udp/239.3.1.115:8000
北京影视,http://cn.zzmd.fun:8888/udp/239.3.1.158:8000
北京财经,http://cn.zzmd.fun:8888/udp/239.3.1.116:8000
北京体育休闲,http://cn.zzmd.fun:8888/udp/239.3.1.243:8000
北京生活,http://cn.zzmd.fun:8888/udp/239.3.1.117:8000
北京新闻,http://cn.zzmd.fun:8888/udp/239.3.1.159:8000
北京卡酷少儿,http://cn.zzmd.fun:8888/udp/239.3.1.189:8000
北京4K,http://cn.zzmd.fun:8888/udp/239.3.1.249:8001
淘剧场,http://cn.zzmd.fun:8888/udp/239.3.1.95:8001
淘电影,http://cn.zzmd.fun:8888/udp/239.3.1.250:8001
淘娱乐,http://cn.zzmd.fun:8888/udp/239.3.1.100:8001
淘BABY,http://cn.zzmd.fun:8888/udp/239.3.1.238:8001
萌宠TV,http://cn.zzmd.fun:8888/udp/239.3.1.102:8001

北京文艺,http://webmail.axxe.top:4022/udp/239.3.1.242:8000
北京纪实科教,http://webmail.axxe.top:4022/udp/239.3.1.115:8000
北京影视,http://webmail.axxe.top:4022/udp/239.3.1.158:8000
北京财经,http://webmail.axxe.top:4022/udp/239.3.1.116:8000
北京体育休闲,http://webmail.axxe.top:4022/udp/239.3.1.243:8000
北京生活,http://webmail.axxe.top:4022/udp/239.3.1.117:8000
北京新闻,http://webmail.axxe.top:4022/udp/239.3.1.159:8000
北京卡酷少儿,http://webmail.axxe.top:4022/udp/239.3.1.189:8000
北京4K,http://webmail.axxe.top:4022/udp/239.3.1.249:8001
淘剧场,http://webmail.axxe.top:4022/udp/239.3.1.95:8001
淘电影,http://webmail.axxe.top:4022/udp/239.3.1.250:8001
淘娱乐,http://webmail.axxe.top:4022/udp/239.3.1.100:8001
淘BABY,http://webmail.axxe.top:4022/udp/239.3.1.238:8001
萌宠TV,http://webmail.axxe.top:4022/udp/239.3.1.102:8001

北京文艺,http://mccx.cc:18888/udp/225.1.8.22:8002
北京影视,http://mccx.cc:18888/udp/225.1.8.82:8000
北京财经,http://mccx.cc:18888/udp/225.1.8.106:8002
北京纪实科教,http://mccx.cc:18888/udp/225.1.8.23:8002
北京生活,http://mccx.cc:18888/udp/225.1.8.108:8002
北京新闻,http://mccx.cc:18888/udp/225.1.8.83:8000
北京卡酷少儿,http://mccx.cc:18888/udp/225.1.8.35:8000
淘BABY,http://mccx.cc:18888/udp/225.1.8.36:8002
淘剧场,http://mccx.cc:18888/udp/225.1.8.37:8002
淘电影,http://mccx.cc:18888/udp/225.1.8.38:8002
淘娱乐,http://mccx.cc:18888/udp/225.1.8.61:8002
萌宠TV,http://mccx.cc:18888/udp/225.1.8.63:8002
北京4K,http://mccx.cc:18888/udp/225.1.8.211:8002



上海频道,#genre#
新闻综合,http://tv.twwhwn.cn:4022/udp/239.45.3.209:5140$上海电信组播2
都市频道,http://tv.twwhwn.cn:4022/udp/239.45.3.236:5140$上海电信组播2
东方影视,http://tv.twwhwn.cn:4022/udp/239.45.3.237:5140$上海电信组播2
第一财经,http://tv.twwhwn.cn:4022/udp/239.45.3.211:5140$上海电信组播2
五星体育,http://tv.twwhwn.cn:4022/udp/239.45.3.210:5140$上海电信组播2
都市剧场,http://tv.twwhwn.cn:4022/udp/239.45.3.136:5140$上海电信组播2
欢笑剧场,http://tv.twwhwn.cn:4022/udp/239.45.3.196:5140$上海电信组播2
乐游,http://tv.twwhwn.cn:4022/udp/239.45.3.135:5140$上海电信组播2
生活时尚,http://tv.twwhwn.cn:4022/udp/239.45.3.132:5140$上海电信组播2
纪实人文,http://tv.twwhwn.cn:4022/udp/239.45.3.212:5140$上海电信组播2
东方财经,http://tv.twwhwn.cn:4022/udp/239.45.1.119:5140$上海电信组播2
七彩戏剧,http://tv.twwhwn.cn:4022/udp/239.45.3.61:5140$上海电信组播2
法治天地,http://tv.twwhwn.cn:4022/udp/239.45.1.46:5140$上海电信组播2
金鹰纪实,http://tv.twwhwn.cn:4022/udp/239.45.1.45:5140$上海电信组播2

欢笑剧场,http://www.pr666.site:4040/udp/239.255.29.19:8231$甘肃电信组播
乐游,http://www.pr666.site:4040/udp/239.255.29.17:8231$甘肃电信组播
都市剧场,http://www.pr666.site:4040/udp/239.255.29.41:8231$甘肃电信组播
动漫秀场,http://www.pr666.site:4040/udp/239.255.29.16:8231$甘肃电信组播
生活时尚,http://www.pr666.site:4040/udp/239.255.29.18:8231$甘肃电信组播
纪实人文,http://www.pr666.site:4040/udp/239.255.30.176:8231$甘肃电信组播
金色学堂,http://www.pr666.site:4040/udp/239.255.29.23:8231$甘肃电信组播
法治天地,http://www.pr666.site:4040/udp/239.255.29.24:8231$甘肃电信组播
金色学堂,http://www.pr666.site:4040/udp/239.255.29.23:8231$甘肃电信组播
五星体育,http://www.pr666.site:4040/udp/239.255.29.45:8231$甘肃电信组播
金鹰纪实,http://www.pr666.site:4040/udp/239.255.29.39:8231$甘肃电信组播
谍战剧场,http://www.pr666.site:4040/udp/239.255.30.166:8231$甘肃电信组播
华语影院,http://www.pr666.site:4040/udp/239.255.30.193:8231$甘肃电信组播
全球大片,http://www.pr666.site:4040/udp/239.255.30.196:8231$甘肃电信组播

东方卫视,http://h.berr.cn:3000/udp/225.0.0.2:6140
外语频道,http://h.berr.cn:3000/udp/225.0.0.10:6140
都市频道,http://h.berr.cn:3000/udp/225.0.0.3:6140
新闻综合,http://h.berr.cn:3000/udp/225.0.0.1:6140
七彩戏剧,http://h.berr.cn:3000/udp/225.0.0.225:6140
动漫秀场,http://h.berr.cn:3000/udp/225.0.0.161:6140
第一财经,http://h.berr.cn:3000/udp/225.0.0.7:6140
东方财经,http://h.berr.cn:3000/udp/225.0.0.226:6140
东方影视,http://h.berr.cn:3000/udp/225.0.0.5:6140
都市剧场,http://h.berr.cn:3000/udp/225.0.0.157:6140
法治天地,http://h.berr.cn:3000/udp/225.0.0.160:6140
欢笑剧场,http://h.berr.cn:3000/udp/225.0.0.158:6140
乐游,http://h.berr.cn:3000/udp/225.0.0.164:6140
五星体育,http://h.berr.cn:3000/udp/225.0.0.8:6140
纪实人文,http://h.berr.cn:3000/udp/225.0.0.6:6140
生活时尚,http://h.berr.cn:3000/udp/225.0.0.163:6140
金色学堂,http://h.berr.cn:3000/udp/225.0.0.159:6140
绿色生态,http://h.berr.cn:3000/udp/225.0.0.222:6140
游戏风云,http://h.berr.cn:3000/udp/225.0.0.162:6140


新闻综合,http://www.baopiqi.top:4022/udp/239.45.3.209:5140
五星体育,http://www.baopiqi.top:4022/udp/239.45.3.210:5140
东方影视,http://www.baopiqi.top:4022/udp/239.45.3.237:5140
东方财经,http://www.baopiqi.top:4022/udp/239.45.0.17:5140
第一财经,http://www.baopiqi.top:4022/udp/239.45.3.211:5140
七彩戏剧,http://www.baopiqi.top:4022/udp/239.45.0.16:5140
都市频道,http://www.baopiqi.top:4022/udp/239.45.3.236:5140
上海教育,http://www.baopiqi.top:4022/udp/239.45.0.13:5140
金色学堂,http://www.baopiqi.top:4022/udp/239.45.0.9:5140
艺术人文,http://www.baopiqi.top:4022/udp/239.45.1.41:5140
金鹰纪实,http://www.baopiqi.top:4022/udp/239.45.1.45:5140
法治天地,http://www.baopiqi.top:4022/udp/239.45.1.46:5140
外语频道,http://www.baopiqi.top:4022/udp/239.45.1.127:5140
游戏风云,http://www.baopiqi.top:4022/udp/239.45.3.131:5140
生活时尚,http://www.baopiqi.top:4022/udp/239.45.3.132:5140
动漫秀场,http://www.baopiqi.top:4022/udp/239.45.3.134:5140
都市剧场,http://www.baopiqi.top:4022/udp/239.45.3.136:5140
乐游,http://www.baopiqi.top:4022/udp/239.45.3.135:5140
纪实人文,http://www.baopiqi.top:4022/udp/239.45.3.212:5140
纪实科教,http://www.baopiqi.top:4022/udp/239.45.1.14:5140
中国教育-4,http://www.baopiqi.top:4022/udp/239.45.0.21:5140
欢笑剧场,http://www.baopiqi.top:4022/udp/239.45.3.196:5140
百事通动画4K,http://www.baopiqi.top:4022/udp/239.45.1.1:5140
欢笑剧场4K,http://www.baopiqi.top:4022/udp/239.45.1.4:5140
百事通4K-01,http://www.baopiqi.top:4022/udp/239.45.1.42:5140
百事通4K-02,http://www.baopiqi.top:4022/udp/239.45.1.108:5140
百事通4K-03,http://www.baopiqi.top:4022/udp/239.45.3.107:5140
哈哈炫动,http://www.baopiqi.top:4022/udp/239.45.1.55:5140
卡酷少儿,http://www.baopiqi.top:4022/udp/239.45.139:5140
百事通体育-04,http://www.baopiqi.top:4022/udp/239.45.3.1.0.8:5140
百事通体育-01,http://www.baopiqi.top:4022/udp/239.45.3.138:5140
百事通体育-02,http://www.baopiqi.top:4022/udp/239.45.3.88:5140
百事通体育-03,http://www.baopiqi.top:4022/udp/239.45.340:5140
百事通体育-05,http://www.baopiqi.top:4022/udp/239.45.3.137:5140
百事通体育-06,http://www.baopiqi.top:4022/udp/239.45.3.215:5140
百事通体育-07,http://www.baopiqi.top:4022/udp/239.45.3.216:5140

新闻综合,http://tv.100inns.com:4022/udp/239.45.3.209:5140
东方都市,http://tv.100inns.com:4022/udp/239.45.3.236:5140
东方影视,http://tv.100inns.com:4022/udp/239.45.3.237:5140
第一财经,http://tv.100inns.com:4022/udp/239.45.3.211:5140
五星体育,http://tv.100inns.com:4022/udp/239.45.3.210:5140
都市剧场,http://tv.100inns.com:4022/udp/239.45.3.136:5140
欢笑剧场,http://tv.100inns.com:4022/udp/239.45.3.196:5140
乐游,http://tv.100inns.com:4022/udp/239.45.3.135:5140
生活时尚,http://tv.100inns.com:4022/udp/239.45.3.132:5140
纪实人文,http://tv.100inns.com:4022/udp/239.45.3.212:5140
东方财经,http://tv.100inns.com:4022/udp/239.45.1.119:5140
七彩戏剧,http://tv.100inns.com:4022/udp/239.45.3.61:5140
法治天地,http://tv.100inns.com:4022/udp/239.45.1.46:5140
金鹰纪实,http://tv.100inns.com:4022/udp/239.45.1.45:5140

其他频道,#genre#
浙江钱江都市,http://iptv.myxcwh.com:8125/rtp/233.50.201.132:5140$浙江联通组播
浙江民生,http://iptv.myxcwh.com:8125/rtp/233.50.201.136:5140$浙江联通组播
浙江经济生活,http://iptv.myxcwh.com:8125/rtp/233.50.201.133:5140$浙江联通组播
浙江教科影视,http://iptv.myxcwh.com:8125/rtp/233.50.201.134:5140$浙江联通组播
浙江新闻,http://iptv.myxcwh.com:8125/rtp/233.50.201.137:5140$浙江联通组播
浙江少儿,http://iptv.myxcwh.com:8125/rtp/233.50.201.138:5140$浙江联通组播
宁波TV1,http://iptv.myxcwh.com:8125/rtp/233.50.201.168:5140$浙江联通组播
宁波TV2,http://iptv.myxcwh.com:8125/rtp/233.50.201.178:5140$浙江联通组播
宁波TV3,http://iptv.myxcwh.com:8125/rtp/233.50.201.179:5140$浙江联通组播
宁波TV4,http://iptv.myxcwh.com:8125/rtp/233.50.201.180:5140$浙江联通组播

浙江钱江都市,http://nas.jc-hqp.cn:9999/rtp/233.50.201.132:5140$浙江电信组播
浙江民生,http://nas.jc-hqp.cn:9999/rtp/233.50.201.136:5140$浙江电信组播
浙江经济生活,http://nas.jc-hqp.cn:9999/rtp/233.50.201.133:5140$浙江电信组播
浙江教科影视,http://nas.jc-hqp.cn:9999/rtp/233.50.201.134:5140$浙江电信组播
浙江新闻,http://nas.jc-hqp.cn:9999/rtp/233.50.201.137:5140$浙江电信组播
浙江少儿,http://nas.jc-hqp.cn:9999/rtp/233.50.201.138:5140$浙江电信组播
宁波TV1,http://nas.jc-hqp.cn:9999/rtp/233.50.201.168:5140$浙江电信组播
宁波TV2,http://nas.jc-hqp.cn:9999/rtp/233.50.201.178:5140$浙江电信组播
宁波TV3,http://nas.jc-hqp.cn:9999/rtp/233.50.201.179:5140$浙江电信组播
宁波TV4,http://nas.jc-hqp.cn:9999/rtp/233.50.201.180:5140$浙江电信组播


CHC高清电影,http://www.yao87.com:4022/udp/239.76.245.242:12341
CHC家庭影院,http://www.yao87.com:4022/udp/239.76.245.241:12341
CHC动作电影,http://www.yao87.com:4022/udp/239.76.245.243:12341

CHC高清电影,http://vl15191373.imwork.net:8880/udp/239.93.42.005:5140$四川电信组播
CHC家庭影院,http://vl15191373.imwork.net:8880/udp/239.93.42.006:5140$四川电信组播
CHC动作电影,http://vl15191373.imwork.net:8880/udp/239.93.42.007:5140$四川电信组播



国外体育,#genre#
英超1-USA Network,http://nv1connect.com:80/tamtam/tjfYkCbP3s/1135
英超2-USA Network,http://nv1connect.com:80/tamtam/tjfYkCbP3s/77440
英超3-USA Network,http://nv1connect.com:80/tamtam/tjfYkCbP3s/72622
英超4-USA Network,http://nv1connect.com:80/tamtam/tjfYkCbP3s/69239
NBA1-TNT,http://nv1connect.com:80/tamtam/tjfYkCbP3s/77439
NBA2-TNT,http://nv1connect.com:80/tamtam/tjfYkCbP3s/72620
NBA3-TNT,http://nv1connect.com:80/tamtam/tjfYkCbP3s/1142
NBA4-TNT,http://nv1connect.com:80/tamtam/tjfYkCbP3s/1141
NBA League Pass-01,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93523
NBA League Pass-02,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93524
NBA League Pass-03,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93525
NBA League Pass-04,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93526
NBA League Pass-05,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93527
NBA League Pass-06,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93528
NBA League Pass-07,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93529
NBA League Pass-08,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93530
NBA League Pass-09,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93531
NBA League Pass-10,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93532
NBA League Pass-11,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93533
NBA League Pass-12,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93534
NBA League Pass-13,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93535
NBA League Pass-14,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93536
NBA League Pass-15,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93537
NBA League Pass-16,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93538
NBA League Pass-17,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93539
NBA League Pass-18,http://nv1connect.com:80/tamtam/tjfYkCbP3s/93540


